Date,Author,Verified,Helpful,Title,Body,gpt_status,gpt_reason,BEN ANALYSIS,PAUL ANALYSIS,PATRICK ANALYSIS,DREW ANALYSIS,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on January 22, 2023",Amazon CustomerAmazon Customer,yes,yes,Disappointed with the Result,"We followed the instructions and used a whisk to mix the molding powder (step one.)  Even though we dropped the bucket a few times on the table, there were just too many bubbles and it turned out like we have diseased hands. This was a disappointment, to be sure. We would like to try it again, but it is a cost that makes us think twice. This was our anniversary gift to one another. Yes, we can sand it and use Drumel to smooth out of the bumps, but the detail of our skin is lost forever. If we had it to do over, we would have gently mixed the molding powder with a paint stick.",Not in violation,No violation of Amazon guidelines,,,,,3,https://m.media-amazon.com/images/I/713VxO-WuwL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1AS9JPZZ9IC78/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on November 24, 2022",Sunil maharjan,yes,yes,Got the job done but didn’t met the expectation,Had hard time to make molding kit mixture fine and took long time trying to get clumps out and it dried up but able to get the job done at the end with some bubbles which we had to take it out manually. May be need more experiments and rewrite the steps in the manual.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3VQZ4APJ3NWNQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 12, 2022",Ariel,yes,yes,Hard to use,"I bought this product to cast mine, my husbands and babies foot. The XL bucket was still to small. I have seen people do this with there babies and I have no idea how they did it and have it turn out good. There where so many air bubbles and it made a huge mess. There are so many instructions you have to follow precisely. I bought this to be a fun memory making activity and it just ended up being a stressful mess.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/RQD58AJZ3LYS9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on March 16, 2022",Angela,yes,yes,It was a fail for me,"I wanted to get a mold of my momma’s hands before she passed but, sadly I wasn’t able too. I even purchased another kit and it was a fail! I thought with such a big bucket of casting material it would allow for more molds…. It says enough to sculpt a FULL body but, that is incorrect! For the expensive price you should get more than ONE mold. Especially if you’re just doing a hand or hands! It did show every single line and nails to create the perfect twin but, it fell apart. I even waited longer for it to set but it made no difference. The end results were all broken pieces…..!! I didn’t  have the chance to do it a third time because she’s in her final resting place…. I don’t usually write long reviews but I wanted to let others know.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3MIO1YCV7GM77/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 12, 2022",Valdemar Rocha Jr.,yes,yes,Grew mold!,Loved the kit and how the statue came out but it started growing mold on the statue and my desk!,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/RYWCXJCTAMHG6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 5, 2022",AlenaAlena,yes,yes,Turned out beautiful but now see mold spots everyone is talking about,"Ok. Easy to use. Looks absolutey beautiful.But now 2 months after making it we see the black spots everyone is talking about. We followed the instructions with the whole drying process and all :(I bought this when I was pregnant, finally got around of making these impressions and now losing it to mold. I wish that didnt happen because its so beautiful.",Not in violation,No violation of Amazon guidelines,,,,,3,"https://m.media-amazon.com/images/I/617RMEWeTaL.jpg , https://m.media-amazon.com/images/I/61s2U+P7wWL.jpg",-,https://www.amazon.com/gp/customer-reviews/RWU7H7L2WEGEN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 16, 2022",Ethan Terrell,yes,yes,My hand got stuck,It’s very fragile,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R14UPMZM5RR2ZE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 5, 2022",Wendy,yes,yes,Got moldy,I didn't like that it got moldy.It also got more bubbles in the sculpture than I would like.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R1F18A16Q0W68Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 24, 2019",TeeTee,yes,yes,Kit contents are all IN the sealed bucket.,"Bought as a Christmas gift so can't comment on any of the above particulars at this time. 3 stars for the angst of an old lady trying to verify contents when that could either be clearly stated in the product description or in larger print with a more obvious placement on the label.I scoured other reviews to see if I could possibly be the only buyer who was more than slightly concerned when I opened the box to find nothing but a sealed plastic tub. Either no one else admitted it, their kit came packaged differently, or I truly am 'special.'Not wanting to gift an incomplete 'kit,' I pried off the lid (which has a pull zip tab for easier opening that I didn't want to disturb for obvious reasons). Much to my relief, all items listed as being included were in the bucket. After further inspection of the label on the bucket, I finally found 'contents' as pictured in the attached photo.... I mean, seriously??Will update review after the triplets",Not in violation,No violation of Amazon guidelines,,,,,3,https://images-na.ssl-images-amazon.com/images/I/61Zv4rRxUvL.jpg,-,https://www.amazon.com/gp/customer-reviews/R329EXRO9947RK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 15, 2022",Miranda Conti,yes,yes,Fun but difficult,Just make sure you follow the directions! Lol,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/RE8FHDHN18TYC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on August 13, 2020",M&T,yes,yes,Did not turn out like we hoped.,"This was a part of our ten year anniversary.  We watched videos and read the instructions in the box.  The QR code on the instructions is near the top of the instructions, but I think it should have some bold text or something to let you know it is critical you use it.  We thought the instructions in the box and the video we watched were what we needed.  However, my wife's nails were gone, her ring was gone, there were large grooves on her hand, many small bumps all over both of our hands (we don't have these), and the item want sit very well without falling over.  I would be cautious with using these as they seem to require no nails, no diamond engagement type rings, and a little luck to come out well.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R13XTXQ07CGO0G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 12, 2020",ozzy pinkneyozzy pinkney,yes,yes,"Do not wear jewelry, may not mold everything correctly","We followed all the directions to a t and it took about fifteen minutes for just one of us to pull our hand out and then when we were pulling the pieces to reveal the finished product, we were missing two fingers.. but they weren’t broken in the mold, our fingers just didn’t mold at all and my bracelet didn’t mold correctly at all and it ended up tearing through and looking like a raised scar on my hand. There are also some minor problems all over, we will keep it because it’s the first one we’ve ever done but not worth almost $40.. upset because we’ve been looking forward to this for a while.. wish I had another one to see if it worked better",Not in violation,No violation of Amazon guidelines,,,,,3,"https://images-na.ssl-images-amazon.com/images/I/617oW964QsL.jpg , https://images-na.ssl-images-amazon.com/images/I/71MmwzPOKrL.jpg , https://images-na.ssl-images-amazon.com/images/I/71klpuzfwHL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2BNVUTZVPDSTR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 13, 2021",Amazon CustomerAmazon Customer,yes,yes,Hard to mix need power mixer and is messy,If you are not a crafty person and have a power mixer attachment on a drill or power mixer then don’t even try it. We tried to mix by hand and it hardened before we would get our hands in. I’m sure it’s a good product but very difficult to mix.,Not in violation,No violation of Amazon guidelines,,,,,3,https://images-na.ssl-images-amazon.com/images/I/B1UcblqVP7S.jpg,-,https://www.amazon.com/gp/customer-reviews/R23SSC6YDRO51K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on May 1, 2020",Shawna,yes,yes,Set time is off,I ordered this for my husband and I to do our hands. The first time failed so we assumed user error. We ordered a replacement from the website. The 2nd time we failed even more than the first. After 8 mins of our hands being in this we thought they would have been set. We removed hands and quickly realized it was not set. So as we pulled out it basically collapsed. There is no impression of our hands. Because of the collapse.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R24DFNVR00QKHA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 2, 2018",K-HutsonK-Hutson,yes,yes,Disappointed,"Ok...this was so much easier to do than I had anticipated. For the most part, it turned out great. Unfortunately, one of my Mamaw's fingers...the most important one to show, is a horrible mess. I kept some of the powder back like the directions stated to do, but it only made it look worse. My Mamaw has stage 4 lung, liver and bone cancer, so I wanted to do this as a keepsake of her and the love she and my Papaw have shared for 65 years.I also did not receive two kinds of sandpaper, only one. And the detail pen was literally a safety pin.",Not in violation,No violation of Amazon guidelines,,,,,3,"https://images-na.ssl-images-amazon.com/images/I/616mko4I7nL.jpg , https://images-na.ssl-images-amazon.com/images/I/71OIKhrh+FL.jpg",-,https://www.amazon.com/gp/customer-reviews/RL8J6JV17ILD5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 3, 2021",Jean Hanks,yes,yes,A little discourage,The media could not be loaded.                  We use cold water to give more time to set up. Too cold of water gave goose bumps and wrinkled skin. Not a nice display.,Violation,"Repetitive text, spam, or pictures created with symbols",,,Not in violation - ,,3,-,-,https://www.amazon.com/gp/customer-reviews/RNKEFIJNJMBAB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on November 26, 2017",Ellen Rabenstein,yes,yes,the bucket that is provided in this kit is almost too small to comfortably fit 2 adult hands,i was so excited to buy this and cast myself and my husbands hand....the bucket that is provided in this kit is almost too small to comfortably fit 2 adult hands......still waiting for the finished product and will update my review.......after patiently waiting for the results the mold turned out wonderful.  Very happy,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R2TQ9VHD8CEW64/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 30, 2017",Nicole,yes,yes,My husband has very large hands and we werent able ...,My husband has very large hands and we werent able to get both of ours in the bucket so we couldn't try it out,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R2GN4QOUUIG7G6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,-,-
"Reviewed in the United States on February 17, 2018",Amazbensgirl4866on Customer,yes,yes,Must have extra adult on hand.,This was a little harder to get enough of the mould material around fingers. Will purchase the bucket style next time.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R227VXPSJYS5QQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B018DHY2FU,Size: Ring of Hands Casting Kit (6 Hands)
"Reviewed in the United States on December 14, 2016",Sarah,yes,yes,Could use some work,Didnt turn out very well. Not even close to the picture!3 stars for the cool idea though.Regardless it'll still be a memory!!,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R1EA0HVMUOKVUQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 25, 2018",Jessica,yes,yes,Three Stars,Be sure to follow the directions very carefully.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R1T79E1ENFJXH7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on March 25, 2023",TeresaTeresa,yes,yes,Disappointed,"The media could not be loaded.                  Was a special gift for my mom to have her, my son & myself  holding hands… The mold set before we could get our hands in.  Was very disappointing to say the least.  😔",Not in violation,No violation of Amazon guidelines,,,,,3,"https://m.media-amazon.com/images/I/61ub86UbeYL.jpg , https://m.media-amazon.com/images/I/71pbwg9dDiL.jpg",-,-,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on March 27, 2023",RobertRobert,yes,-,Need to be very fast,"The hand molding powder dried way to fast for us trying to use it , definitely would have like to experience it also wished it had more molding powder for cases like this , but really we want to try again",Not in violation,No violation of Amazon guidelines,,,,,3,"https://m.media-amazon.com/images/I/61NR9XuX6wL.jpg , https://m.media-amazon.com/images/I/71slkHXE2UL.jpg",-,https://www.amazon.com/gp/customer-reviews/R342LBLT2J64X4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 17, 2023","I didn't receive the sealant, the gloves, the paint brush, the knife, ect... none of this came in my kit...",yes,-,Missing items,I didn't receive what is pictured in the product description,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3O3QDTO5132IO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 12, 2022",MareMare,yes,-,Not sure,"I don't know if I should write a bad review for myself or the product.  My family normally doesn't spend money on ""frivolous "" items like this, we don't have the means too. This was the only thing I wanted for Xmas this year. My daughter moved out so I wanted something sentimental for the 4 of us. We followed the directions to a T. One of my friends even came over that had done one, she also made sure we did it correctly.  4 of the fingers fell off and one of the fingertips crumbled. The air bubbles were crazy too eventhough we did as instructed. We can't afford to buy another and I don't know when I'll be seeing my daughter again. I was really looking forward to this keepsake.  So I'm unsure if I did something wrong or if it's just a bad product.",Not in violation,No violation of Amazon guidelines,,,,,3,"https://m.media-amazon.com/images/I/61AVJC+xt7L.jpg , https://m.media-amazon.com/images/I/71JXwVOB5bL.jpg",-,https://www.amazon.com/gp/customer-reviews/R36ZID48UVG0EN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 26, 2023",SunnyskySunnysky,yes,-,Cracks?,It's not perfect and smooth but while it's drying I see cracks which seems getting bigger. Not sure how what to do.,Not in violation,No violation of Amazon guidelines,,,,,3,"https://m.media-amazon.com/images/I/615My3vmCqL.jpg , https://m.media-amazon.com/images/I/61eeg5gLxTL.jpg",-,https://www.amazon.com/gp/customer-reviews/RR09BLTC4FXH1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 20, 2022",Crystal,yes,-,Had to throw out,"I read so many reviews and made sure people had used this with their dog before. I followed instructions and tips and advise from reviews and while the product is easy to use for adult humans, I would never use it on a baby or a dog. My dogs paw was stuck in this bucket until we cut away pieces which ruined our mold and half of the mold was stuck in between each of his pads. I spent hours trying to get it all off, put him in the tub with warm water and dawn and still took me forever. My poor boy was a trooper but the mold was trash.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R32MIQ5WJKLGFP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 24, 2022",Brian Jobe,yes,-,Not as easy as it looks,Item arrived quickly. We tried the interlocking wrist design and followed the directions completely. It did not turn out at all and we ended up having to throw it away.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R1V12KHO1CVF88/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B018DHY2FU,Size: Ring of Hands Casting Kit (6 Hands)
"Reviewed in the United States on November 7, 2022",Amy,yes,-,Not for animals,This worked great with my hand but there is no way to keep a dog still long enough for this product.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/RQ2GMX7SZ9HI3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 10, 2022",DEBELE,yes,-,Not what I expected!,"Tried to have my grandchildren’s hands in plaster as a gift for my daughter on Mother’s Day.  Unfortunately when trying to remove excess plaster around the children’s hands, their fingers were breaking off.  I then left the plaster dry further only to have the same thing happen again.  Such a disappointment.  Had to throw it away after I lost five fingers out of fifteen.  Tried to attach fingers but without success.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R19XZR8UTTFJVT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 5, 2022",AlysaAlysa,yes,-,Heartbroken,Looked forward to doing this with my kids and it dried before I could set there hands. For the amount of money paid out it was a disaster with instructions,Not in violation,No violation of Amazon guidelines,,,,,3,https://m.media-amazon.com/images/I/81Nq5CswzzL.jpg,-,https://www.amazon.com/gp/customer-reviews/RUQW3JC6SSHOS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B018DHY2FU,Size: Ring of Hands Casting Kit (6 Hands)
"Reviewed in the United States on October 2, 2022",LISALISA,yes,-,Missing items,Didn’t come with everything that it says was included. The instructions were included but not in my pic.,Not in violation,No violation of Amazon guidelines,,,,,3,https://m.media-amazon.com/images/I/7152Jj5a0PL.jpg,-,https://www.amazon.com/gp/customer-reviews/RQV28R0ZSX1TQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 19, 2022",Andrew Hosick,yes,-,Broken pieces,"As this product did not work for us following the directions, it has worked for many others. After speaking with customer service they offered to refund or replace the product.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R2ZWO52Q21VXIN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 11, 2021",Cheyenne baker,yes,-,Love it but..,"I absolutely love this however it says you can use for your furry friends as well and I absolutely do not recommend using on your pets, their fur gets stuff and it’s EXTREMELY difficult to pull their paw out and gets stuck to their fur and is a pain to get off. I ruined mine in the process of getting his paw. My hand looks good molded but it’s very difficult to tell that it’s supposed to be his paw as well. If you are getting for people, I definitely recommend but I’m kinda disappointed it says you can use with your pets and it causes them so much pain ☹️",Not in violation,No violation of Amazon guidelines,,Maybe. Misuse of product. Advertised for use on humans and they chose to use it on pets,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3HDSHR0T4LHR8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 8, 2022",Reading enthusiast,yes,-,Don't have to high expectations!,I bought this for my 23 anniversary last November.I am still working on it. It takes a lot of time using a safety pin and a toothpick!I had to cut into it to make fingernail beds and  knuckles. It is very hard. I waited til it dried completely because I was ill. So you might want to start carving before its completely set?! Just meh...,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3FBI4ZZWKS1A3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 8, 2022",chris watson,yes,-,Didn't show details,I not sure if I done something wrong but didn't show details.. And wouldn't be  easy for elderly person to do..Or small child..,Violation,"Repetitive text, spam, or pictures created with symbols",,,Not in violation - repetative text in title and body are common,,3,-,-,https://www.amazon.com/gp/customer-reviews/R171NFA4T0M8JX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 13, 2022",bryant,yes,-,Don't expect a beautiful casting,Too many air bubbles and pitting in finished product.  A couple of fingertips didn't cast.,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R5F6GD9EYH1Q1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 29, 2021",Amazon Customer,yes,-,"Read ALL tips from instructions, reviewers and watch videos before and you should be good!","The directions were pretty easy to follow..just read them ALL before you do it. I have dry skin, hubby has oily skin. The mold of our hands together came out like we used 2 different products...I'd suggest if you have oily skin DO NOT USE BABY OIL before you put hand in mold. Other then having to gonover it and sand out alot of holes that are in his hand mold and only a couple n mine its pretty good but would definitely love to do it again after I know the tricks to it and see how it works out but for the price I can't.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R508GR6XYJIRK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 6, 2022",Brandy,yes,-,Would’ve been perfect but,The directions were easy to follow and the final product would’ve been perfect if i wasn’t missing a finger. I’m not sure if the mold just just didn’t take to my fingers enough but my boyfriend’s hand came out perfect. We’ll try again in the future but for now I’ll just hide the imperfection in the back.,Violation,Profanity or harassment,,,"Not in violation. Could ""finger"" be the profanity or harrassment?",,3,-,-,https://www.amazon.com/gp/customer-reviews/R3BZGLHHZ4OYCJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 10, 2022",Dr. Anakin,yes,-,"Not easy to make, but a great project for adults","This made for a wonderful project for my wife and I. However, I would not recommend it to anyone looking for an easy project. The instructions are poorly translated and they are terrible. It is a lengthy project that requires time and effort. We enjoyed the finished product, but it was a bit tedious at times.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/RMXUN33E0IUNZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 1, 2022",Angelique Rivera - Dubs,yes,-,Haven’t used it yet,Can’t wait to use it,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/RJ5OJF9RCF76S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on June 8, 2022",Nate Hublick,yes,-,Smaller than needed for a male hand,Girlfriend,Not in violation,"No violation of Amazon guidelines (however, it is not a helpful or relevant review)",,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R1SOM9AGBC9649/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 13, 2022",Redrobn,yes,-,The instructions sucked.,"Once I read the novel of what could have been really easy intructions, the product turned out amazingly! Though I would recommend, make sure the wrist are leveled off pretty good so that the sculpture can stand up straight.",Violation,"Repetitive text, spam, or pictures created with symbols",,,Not in violation - could two uses of the word instructions trigger the violation?,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3EWBWET425CC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 26, 2022",S. busch,yes,-,Doesn’t come with any instruction,unimpressed,Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3S1ZVLN0LPNJU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on March 22, 2021",Jack Dewar,yes,-,Purchased another to see if we did the first one wrong.,"Arrived very fast, we followed instructions and as soon as we pulled out hands out I felt the mold collapse as if we took our hands out. I recall the instructions saying to keep our hands in it for 5 minutes but I'm sure we kept our hands in it for longer. Maybe we might have done something wrong because LOTS of people have had success. I purchased another for a redo so I guess we will see what happens then.",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R17J27GWT9D48A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on August 24, 2020",JessJess,yes,-,Mold,"I absolutely loved this product. The detail was amazing, the process is easy to follow and the final product was great. Until...  it grew mold. I scraped off all of step one and made sure it wasn’t in a humid environment. The first time the mold appeared, I cleaned it with a 50/50 bleach solution. I was awaiting my glaze delivery and the mold came back. I was fed up and glazed over it. I reached out to customer service who was helpful with the glaze removal and re-cleaning suggestions. But i don’t want to ruin the detail. I will leave the product as is- discolored.",Not in violation,No violation of Amazon guidelines,,,,,3,https://images-na.ssl-images-amazon.com/images/I/71DLgiQA4gL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1V6BSZMYNV2BM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on August 16, 2021",CarrieG82,yes,-,Seemed easy…. Not so much,"I love the idea, and the write  up seemed easy enough but not so much. My husband and I held hands for literally thirty minutes and by the time our mold dried our fingers fell off.Maybe work better with a single hand but couples I’d say best of luck",Not in violation,No violation of Amazon guidelines,,,,,3,-,-,https://www.amazon.com/gp/customer-reviews/R3UH8X2KJDYUDA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
